Id,Transcript,Question
f987069e-0915-466a-b031-1c9e9a8cdb4c,1289,What is the patient's name?
30851af5-9ea1-44da-b910-16278bfcdc1b,1289,What is the patient's age?
f590bedc-59ef-443c-b920-a5d4d5429021,1289,What is the patient's condition?
6cdec2f3-1530-47d9-86f2-7362c300f6cc,1289,What symptoms is the patient experiencing?
5b389b44-e66f-404a-93d0-4f3775989f2d,1289,What precautions did the doctor advise?
14f34d8e-c11a-439d-891c-19b029ddc7fb,1289,What drug did the doctor prescribe?
90004ee4-c8fa-4cad-aadb-0f2632a65fac,4650,What is the patient's name?
b2a41927-1e37-4510-96fc-c87b2d525ea7,4650,What is the patient's age?
fd5aab1f-833d-451f-8ad6-fc3ce4ac5294,4650,What is the patient's condition?
9d2afe56-90fc-4324-bade-a62aaa42e255,4650,What symptoms is the patient experiencing?
bc2d69fb-1214-467d-b598-43b042189df3,4650,What precautions did the doctor advise?
4c4a1a7f-35cb-491f-88d6-844ad84e0cd2,4650,What drug did the doctor prescribe?
5f4620bc-604c-44d5-80e1-c55f16bb329a,370,What is the patient's name?
64731043-4e4b-4d13-8898-c9c71ebba789,370,What is the patient's age?
379108d2-d581-4774-93de-8b1a4203f524,370,What is the patient's condition?
e6894266-3f89-41f4-ac80-bdb1c02fd783,370,What symptoms is the patient experiencing?
f271b19f-6e8a-45d8-84ff-3211e758310e,370,What precautions did the doctor advise?
988893d9-8016-4de9-b95e-86f5c820788c,370,What drug did the doctor prescribe?
74d19b8c-ee3f-4384-894f-3a49c78c9735,4897,What is the patient's name?
5b050ae4-9fbe-4893-a4ce-806ba2f080fd,4897,What is the patient's age?
c20c023e-565c-48dc-9fec-b95ffeafec1f,4897,What is the patient's condition?
46c1c376-3b8e-49d5-9f7a-38a77754c70d,4897,What symptoms is the patient experiencing?
96dada6d-0513-4cd3-97b2-1bf68d96a3b4,4897,What precautions did the doctor advise?
017e8999-5fde-4764-b63c-41fa4120fce8,4897,What drug did the doctor prescribe?
512e5d3d-faed-4d20-be42-32f94b6cac52,2604,What is the patient's name?
2f637d40-7a27-49b2-8c14-94ba01c0917c,2604,What is the patient's age?
9d0c5067-f2b9-412f-a1d0-5d2aaa71f3eb,2604,What is the patient's condition?
1dc8d2e9-5b0b-4d92-ad09-a42ed11b64a0,2604,What symptoms is the patient experiencing?
7cbe5e37-44ba-41e0-b05e-2fceac8e8639,2604,What precautions did the doctor advise?
7f9b0444-23af-47b9-bc8e-ae19251da2b1,2604,What drug did the doctor prescribe?
d5dec337-ad7f-4245-be91-0301cf48064e,3752,What is the patient's name?
b015a943-73bb-4a74-862d-a58bf4402356,3752,What is the patient's age?
f5717ed1-4f2e-4782-9e83-bee04f10f0b2,3752,What is the patient's condition?
82f95f88-9e3c-4310-a61a-5fa0903c7bbf,3752,What symptoms is the patient experiencing?
ab9b197d-8c37-4574-b2be-bf48e46d500f,3752,What precautions did the doctor advise?
8a5cbf09-c788-49d4-ba41-51caeb322d2f,3752,What drug did the doctor prescribe?
3533d8ea-3d75-4c50-9028-41c90d7a2dfa,893,What is the patient's name?
174bd626-4176-43ba-b4f2-b6bfd6380309,893,What is the patient's age?
de0bb5f1-5deb-4e6e-87f3-efebe6597e21,893,What is the patient's condition?
2f4ad3c8-c5e5-477d-a2d8-b87f3cb2711d,893,What symptoms is the patient experiencing?
14c0933c-3f5d-4483-ace3-e5b0ac95a30a,893,What precautions did the doctor advise?
fad8451a-6d8a-48a0-bd7a-02f50fee048b,893,What drug did the doctor prescribe?
52cb8d9f-9902-4eae-8700-a4c9455c144b,1653,What is the patient's name?
0057efbf-f202-4830-8b67-f1a06133c83c,1653,What is the patient's age?
6140ea0b-7bc8-4a68-a35a-788bf757df1d,1653,What is the patient's condition?
e36631de-045b-486b-9236-ddf67ffebf47,1653,What symptoms is the patient experiencing?
63863120-bd51-43c6-afe0-fab79c03493c,1653,What precautions did the doctor advise?
13646894-d2b7-41bb-b557-3e46853dea0a,1653,What drug did the doctor prescribe?
0b53ddfb-2492-49ad-ad8d-a2b0dba6f90a,522,What is the patient's name?
9e340402-cab4-4680-8cdb-0e56d36e8255,522,What is the patient's age?
19fbb3d1-0e44-4b07-9df2-d92076939db7,522,What is the patient's condition?
f99df841-3a10-4c7c-a3c5-8acb073d2941,522,What symptoms is the patient experiencing?
517fe0f7-09de-4e87-9364-bae078f705a9,522,What precautions did the doctor advise?
2eb41543-c119-4f99-9c78-1f7f864973a5,522,What drug did the doctor prescribe?
4366a3e4-8947-4866-a842-faa366b21eba,2994,What is the patient's name?
663a51cb-be8d-4e80-87bd-33f4ca4e30f8,2994,What is the patient's age?
cdf5efbf-ff01-43ff-9ce4-eac31a7d3399,2994,What is the patient's condition?
83710c01-373c-4a4c-80ca-ae0e9ef0711c,2994,What symptoms is the patient experiencing?
b4224af8-3d8d-49d6-97df-7816007ff95e,2994,What precautions did the doctor advise?
d5334b8c-f65d-4197-a682-97e694690273,2994,What drug did the doctor prescribe?
dcc420e0-e9f0-4248-9e09-a66aaf65edcd,1033,What is the patient's name?
a9a36884-aaf6-4cce-852e-e8e5da3484ba,1033,What is the patient's age?
361c27a7-abe4-4088-accd-49a163abae36,1033,What is the patient's condition?
c5699a96-56d9-4a6b-a5e2-a04185d8ad13,1033,What symptoms is the patient experiencing?
99925386-cc2c-43b9-94e8-e45b89ce0bbb,1033,What precautions did the doctor advise?
359cabc4-c9fb-4e88-b8a6-6e54471ae354,1033,What drug did the doctor prescribe?
9b221433-869e-40b8-b1c1-f42080fe6e97,984,What is the patient's name?
72f8a093-4c51-4fe3-a9ab-15085743cdcb,984,What is the patient's age?
f8ba7e18-7e2b-483e-9760-70023d1bf100,984,What is the patient's condition?
2bf64ef3-96f5-4485-b84d-ff6c1ac39971,984,What symptoms is the patient experiencing?
3113e03e-52ed-4819-91ce-3595da44bd31,984,What precautions did the doctor advise?
7be87d1e-caa7-45cb-ba67-3db5baf6f732,984,What drug did the doctor prescribe?
95cf339f-7152-4368-adce-9f8fa41759f0,1073,What is the patient's name?
de4e4a03-bb04-4690-affa-5fe80fa8100e,1073,What is the patient's age?
c48c9467-c13f-42ea-a221-e2078cabf4a0,1073,What is the patient's condition?
8bf32879-1ca5-4b15-b772-0ec5aaa0a26f,1073,What symptoms is the patient experiencing?
ed6d809d-e185-4f55-8bff-954a02368c58,1073,What precautions did the doctor advise?
4b225e9b-1a57-4d2d-b245-5cb87770ac36,1073,What drug did the doctor prescribe?
ec428b06-664a-4577-a505-60f18442b7c7,2734,What is the patient's name?
ae1f8f1b-220a-44af-9858-769c1f3e447f,2734,What is the patient's age?
afbaff4a-3bd8-4172-9fd3-be56bde13507,2734,What is the patient's condition?
756094a1-4276-4bc3-9b8b-680341acf9b4,2734,What symptoms is the patient experiencing?
fe6e2023-2b13-49a5-85f5-0f2ba9e9f283,2734,What precautions did the doctor advise?
1b8f636e-8b01-4a0a-8d11-ac1eafb20ec9,2734,What drug did the doctor prescribe?
d7674a23-bbdf-44e0-bd0d-47b2d3eb567b,2715,What is the patient's name?
e30e41e0-b596-467a-8056-e53f2e4fa70a,2715,What is the patient's age?
5ba1c0ec-8461-44a8-8f88-690fcc6f4bc3,2715,What is the patient's condition?
446801f9-64d8-4456-8c4a-118b9c3c5bb8,2715,What symptoms is the patient experiencing?
57388650-e152-4c98-9b08-38e84a35418c,2715,What precautions did the doctor advise?
d599f1ac-82b0-4bc4-9955-202b92837ecd,2715,What drug did the doctor prescribe?
6408426b-304c-453e-8b45-e604aa35d32c,356,What is the patient's name?
610a3c2b-5544-4734-b2ab-654ae096328b,356,What is the patient's age?
7727fde1-4c53-44cc-8550-81f2849b23be,356,What is the patient's condition?
7cdc6ed2-26cf-4921-80cd-3027ee5d51bb,356,What symptoms is the patient experiencing?
a645a8da-414c-48bf-9769-67de1d20c584,356,What precautions did the doctor advise?
545097e5-c56f-4edd-84ad-446dafe89e6d,356,What drug did the doctor prescribe?
e710e3e0-7002-47e6-933b-33dceacd866a,1203,What is the patient's name?
1b7083c4-69a4-4a3b-bea0-1df780f0176e,1203,What is the patient's age?
e2bd489f-f24e-49fa-8366-64bcf8c2ffbf,1203,What is the patient's condition?
5c8ed4f0-7fc0-4ca7-b534-c3218a110c81,1203,What symptoms is the patient experiencing?
1b32e0f5-4c82-4d4a-ac01-6638f62d9c33,1203,What precautions did the doctor advise?
3d3b5508-476f-4e57-b679-c2c12e05f28e,1203,What drug did the doctor prescribe?
e60dac91-4915-4366-8488-ffc67637849f,2127,What is the patient's name?
9565487e-c7e1-4c72-b7ae-d8ba9f0e15ff,2127,What is the patient's age?
b7b4430e-7099-465e-b7f8-1dc5c2a44628,2127,What is the patient's condition?
432af2d1-ed47-4ef8-a8e5-01acbbc941da,2127,What symptoms is the patient experiencing?
60865260-12c3-4a42-99e6-3acb387b3db5,2127,What precautions did the doctor advise?
ff1afb7b-8ea7-4821-bd8d-40b31ea7e9c0,2127,What drug did the doctor prescribe?
3bf80955-3066-4cbe-bfc1-fcfc1105591b,4809,What is the patient's name?
76a05dab-5ec3-43dc-b4f2-df268ce0cc76,4809,What is the patient's age?
bf615fa2-a7b0-4dc1-b4bf-afe5e308d333,4809,What is the patient's condition?
11b84baa-70c4-401e-91ea-e383800553d1,4809,What symptoms is the patient experiencing?
1d6d1ad6-84c2-4fef-92d7-d3f29c59c6c4,4809,What precautions did the doctor advise?
634235dd-c843-4b26-8cf2-0f142175050a,4809,What drug did the doctor prescribe?
7b14ac29-7efc-4c83-aae8-6503b322f9fc,2831,What is the patient's name?
59d008d3-93ab-48ec-b38b-a315625136c6,2831,What is the patient's age?
2c7dcc61-e575-409f-a331-0adce552a4b9,2831,What is the patient's condition?
8a61ec98-bb13-4e9f-b1ab-f7c889dc3895,2831,What symptoms is the patient experiencing?
7013aa00-36c5-4615-9f2a-8d052b4b2953,2831,What precautions did the doctor advise?
831e86e1-541f-49cf-a9c7-a08d34010442,2831,What drug did the doctor prescribe?
e8ac83fd-6261-412b-9acf-eff16de3d838,813,What is the patient's name?
28038a3c-99a1-4842-a8ca-ee33ae51aedd,813,What is the patient's age?
afc8724e-9eab-40de-a5e6-08ec452e9ea0,813,What is the patient's condition?
51cdcab1-aa5f-443b-89d8-6fc14eb86fa5,813,What symptoms is the patient experiencing?
0071253b-2514-42b0-a0d9-3e127f2c4428,813,What precautions did the doctor advise?
0fc5d556-d40a-47ef-9caa-b5a2588fb5a1,813,What drug did the doctor prescribe?
85d88943-aaab-4b94-b887-e269a05b6df0,307,What is the patient's name?
35654104-5776-4aaf-ae84-76222fe1bcdb,307,What is the patient's age?
2ee506f2-a108-4e14-ae1c-16273a1f5d72,307,What is the patient's condition?
ca113b8a-25fb-407a-a278-9f4f6352ab8b,307,What symptoms is the patient experiencing?
4c23fd94-fd00-4c20-a7bc-97a532319283,307,What precautions did the doctor advise?
e21ab016-bc8f-427b-8a93-75a3c5c5437b,307,What drug did the doctor prescribe?
948700e2-7375-4e67-8379-8063cdc18a41,92,What is the patient's name?
9cd46eb3-99ca-4e86-98a7-a3db14f8cf1e,92,What is the patient's age?
6374ccb4-e06b-4cb4-9a2d-c7b4fbff7094,92,What is the patient's condition?
eafc18b3-fd12-47e3-bb42-3399b8360c3e,92,What symptoms is the patient experiencing?
dc9a1798-97b2-4d24-a6ce-c428109ad4a8,92,What precautions did the doctor advise?
64b1dacb-8a60-4822-b8da-8fb30b972cd6,92,What drug did the doctor prescribe?
26fca9e1-12fa-41ba-89ad-bcac208a2de3,3218,What is the patient's name?
e8bb1df0-7509-427d-aa15-5e78b15d04b4,3218,What is the patient's age?
6b1a3a1e-742a-4b78-9a24-bcb7bd2845e1,3218,What is the patient's condition?
fbbdce12-5e12-4a1d-aeb5-cdbd372a4177,3218,What symptoms is the patient experiencing?
b60ae6c0-32db-4a41-84af-2c0f6db035dc,3218,What precautions did the doctor advise?
281ad7f1-18fc-44d6-833f-e29adb8f2a41,3218,What drug did the doctor prescribe?
aed897c7-7514-4000-95ad-d33ee526a679,3746,What is the patient's name?
e05b7975-3a91-4c38-9857-67657f06e9cd,3746,What is the patient's age?
0bfbc3a7-ec74-4690-bbef-83905922051c,3746,What is the patient's condition?
ceb9bff7-9347-4e59-a5ce-c521c4339a31,3746,What symptoms is the patient experiencing?
58f01c2b-9b1c-4264-ada8-abf699ff2561,3746,What precautions did the doctor advise?
698c7afa-15f6-412b-ac1d-fb36508bff9a,3746,What drug did the doctor prescribe?
7a184dac-170a-41d8-bab7-5ff0083ed3a3,4051,What is the patient's name?
620a322f-4bb6-4175-88ac-6ad809a29dc4,4051,What is the patient's age?
ef9d9e11-d6a3-47c4-a44a-b1029d42c6c6,4051,What is the patient's condition?
457d7d1f-e3c3-4097-89ed-91928afae1eb,4051,What symptoms is the patient experiencing?
cc566a53-e0dc-4606-bfcc-17ec023ceae1,4051,What precautions did the doctor advise?
142bedea-4451-46be-a7cb-da227b772c7d,4051,What drug did the doctor prescribe?
5708ef9e-06aa-4187-8eb2-9ed611786f52,1573,What is the patient's name?
4ad5846c-5e3a-41f3-88e2-17c885bad016,1573,What is the patient's age?
afd26bf7-a872-492b-a1c5-69fcc159147c,1573,What is the patient's condition?
52a7da24-e34b-452c-8714-d92ab414bc81,1573,What symptoms is the patient experiencing?
6081bce4-32bf-4b16-b7cd-c1cc3b9d42b0,1573,What precautions did the doctor advise?
50230455-6642-4dbc-99d9-1f4ec581d9c0,1573,What drug did the doctor prescribe?
739e84d4-abd2-4360-89f9-82e34efccd09,2188,What is the patient's name?
e920b147-06f0-4161-a0bf-d89a067eb644,2188,What is the patient's age?
81d0e355-0aa0-43ed-8828-36da623612f9,2188,What is the patient's condition?
5cd48e3d-de16-46c8-a52c-378c2e38e933,2188,What symptoms is the patient experiencing?
4d0ead69-a507-48cd-a730-7730883bdb62,2188,What precautions did the doctor advise?
7886f669-ba14-466a-b753-2b65c39cb9f8,2188,What drug did the doctor prescribe?
687d8e74-7e07-4eb9-b680-694e2907e4f5,2283,What is the patient's name?
30404eba-5249-493b-bb9a-b907eaa72686,2283,What is the patient's age?
6d45faff-6510-4424-bb19-15fefe808910,2283,What is the patient's condition?
2b13cb5e-6d5c-43a1-bd1d-7cd50eb810a4,2283,What symptoms is the patient experiencing?
40e79129-dec9-4a27-8765-51438905e7e7,2283,What precautions did the doctor advise?
7ca4d1d5-5d0d-4778-b126-b06bec1f78e5,2283,What drug did the doctor prescribe?
443d8aea-22e6-4f6d-9362-de68ad47a38a,2641,What is the patient's name?
dd7e5e89-04cf-4472-b75e-893706db79da,2641,What is the patient's age?
e1e6a47d-e7f2-4e29-b058-cc6fd34992d3,2641,What is the patient's condition?
47b119a5-0c5a-4696-bf2c-b66d77e01963,2641,What symptoms is the patient experiencing?
148b60ea-0a57-43c6-91a7-425e01574d8d,2641,What precautions did the doctor advise?
20c345c9-88d1-4a21-8446-471d375f324b,2641,What drug did the doctor prescribe?
40e8dc69-d94e-4fa2-b1de-56f79e61e503,3165,What is the patient's name?
682f0700-807a-4d36-beff-51f297d5a4c0,3165,What is the patient's age?
b7881d6c-61ca-41f6-9829-7acb9d74b942,3165,What is the patient's condition?
a22482a9-82f2-43c9-929f-be9bc65611b4,3165,What symptoms is the patient experiencing?
2edcb702-430d-4862-99c5-ed2fc6f1febe,3165,What precautions did the doctor advise?
45c4d8e0-e306-4a77-a5c7-a543bcb919c2,3165,What drug did the doctor prescribe?
ff21e71b-4887-402f-8896-ff09a94d0d26,880,What is the patient's name?
2a6362f2-aeb3-47d1-af6a-22854d34111b,880,What is the patient's age?
a91c7480-1528-4290-ac80-4b1782e50ce1,880,What is the patient's condition?
b5c3826c-27a6-4f1a-b081-ab0efe98ed0c,880,What symptoms is the patient experiencing?
c2472477-59cb-4ed2-b439-743253266e19,880,What precautions did the doctor advise?
4ca0fce5-fc64-4733-aa6f-2827b6926670,880,What drug did the doctor prescribe?
c4f4297f-3077-4f68-8aef-c33e2c161ad8,1795,What is the patient's name?
6c4d02a7-07f9-4f93-9227-adc5d13a69e3,1795,What is the patient's age?
c1920157-ac29-4a51-a622-dc2b08e019a3,1795,What is the patient's condition?
22fa883c-728c-4ad2-808a-d01e6a4ab4e0,1795,What symptoms is the patient experiencing?
278604fd-a88e-494a-964d-9d3d6133edc3,1795,What precautions did the doctor advise?
e5bcc0a0-1edb-4319-8428-1e1c5b3cbaeb,1795,What drug did the doctor prescribe?
f2aea994-b388-4dee-9cf9-7c23ab934514,4600,What is the patient's name?
6b501e73-c39d-4ca8-9023-70f33ccf2a10,4600,What is the patient's age?
235717ce-1b06-483a-9b15-fa3b7190af57,4600,What is the patient's condition?
2a1a1677-69bc-457d-8738-31fd9eae5414,4600,What symptoms is the patient experiencing?
f31791f1-37c2-4381-a814-f7e0a59a59bc,4600,What precautions did the doctor advise?
a6ec9ec3-9495-4624-a2f9-b8db35f060ce,4600,What drug did the doctor prescribe?
2440975d-68e9-4d45-9620-ad0964c50e3c,450,What is the patient's name?
64ef6b51-bc63-446d-90a5-7ab0542582d2,450,What is the patient's age?
90564f45-12ed-408a-845b-3654b0ca158c,450,What is the patient's condition?
3f16c3db-1032-4a21-9492-66dc73a992ab,450,What symptoms is the patient experiencing?
d92782fe-6750-4976-b2d0-d1983fa66cdd,450,What precautions did the doctor advise?
4e103b5d-5b9a-4bdf-948e-ec1aba5439a2,450,What drug did the doctor prescribe?
e03780d0-f74f-4c22-935e-5763325b4266,4318,What is the patient's name?
028fac1a-fc61-47c6-afbe-a210a53ca2fd,4318,What is the patient's age?
5dc63d56-3ce0-4fae-86b8-5a17d3ee08c9,4318,What is the patient's condition?
b3361247-d248-42cf-ac78-e2f46e683156,4318,What symptoms is the patient experiencing?
7bcfbf04-aece-40f7-b62a-66a2b5e423cb,4318,What precautions did the doctor advise?
5899aabb-81f9-4d0b-96b0-9b1495730521,4318,What drug did the doctor prescribe?
4c8b1038-2bd8-456d-86dc-3161a5292074,3295,What is the patient's name?
fc1bc18e-991f-4ed3-879d-08339ed98a58,3295,What is the patient's age?
4bc0610f-4e4b-467a-94e8-e397479ee9b4,3295,What is the patient's condition?
55627f30-101a-4688-b361-dc115ef49d0c,3295,What symptoms is the patient experiencing?
45d5521d-1ac1-467e-b447-da58501e3783,3295,What precautions did the doctor advise?
bf1374b3-12f8-4d22-b656-461ed11cb59e,3295,What drug did the doctor prescribe?
b2d408dd-3d35-4a4c-af70-41998f741bcd,3622,What is the patient's name?
def9c138-6f85-4174-a875-936f4ed12ac3,3622,What is the patient's age?
1f2e4338-f1c7-4a39-9c48-842fa5d0ce5f,3622,What is the patient's condition?
433f5033-c6d6-4974-aa64-065424a68c4a,3622,What symptoms is the patient experiencing?
3bb27c25-0413-4f36-9b4d-59b412da9a68,3622,What precautions did the doctor advise?
d02df6c8-3fe5-48a0-9b96-3bcda86be2e9,3622,What drug did the doctor prescribe?
51a5e88a-733a-4a4d-bbd9-1b43113d9565,4582,What is the patient's name?
ae3e3480-16bc-4148-a188-73386725ee3e,4582,What is the patient's age?
26eae668-13f4-42aa-bf5b-d7aed1e67865,4582,What is the patient's condition?
42c7df17-87b2-40a9-8801-520651f15ddd,4582,What symptoms is the patient experiencing?
e7e2b5e8-5718-4b10-8040-57912bee889c,4582,What precautions did the doctor advise?
e7733a0d-e7b4-48ed-8a23-a0f43cb63f21,4582,What drug did the doctor prescribe?
8994540b-4a23-4c62-b86d-d8b301d5bea7,4477,What is the patient's name?
ef1bb202-2844-4764-b010-30b097664993,4477,What is the patient's age?
3abb53d9-b17c-4227-accf-a07401214005,4477,What is the patient's condition?
06ce15ab-717d-4382-9db8-181fcd5d906a,4477,What symptoms is the patient experiencing?
46ea4a14-c4a1-4881-ab0e-2351e612cf75,4477,What precautions did the doctor advise?
424e3d00-e936-44f7-8df8-ccb1784411dd,4477,What drug did the doctor prescribe?
7cad08d9-fba9-489c-bd4b-8f9666641563,2397,What is the patient's name?
a77823c8-d24c-47a9-85c9-0c9953617a95,2397,What is the patient's age?
f3d38528-4868-4ced-9dff-0fb13c03381a,2397,What is the patient's condition?
810a4ace-c94b-4a0f-a4ce-57f56d2bb7ea,2397,What symptoms is the patient experiencing?
90cad095-5fa3-4671-927e-2c8bd4c03046,2397,What precautions did the doctor advise?
8f3c97d5-8048-4278-b003-30408b3c9efc,2397,What drug did the doctor prescribe?
1c22c7db-b59c-43cc-a460-d06853ec1dfc,4547,What is the patient's name?
383a2cb5-54fc-4670-9f08-d47e6d74dfa5,4547,What is the patient's age?
f8ef4eea-f725-4daa-90f0-48af6e41ab8f,4547,What is the patient's condition?
ec52a0b7-624c-4b01-b45e-be55c6237f88,4547,What symptoms is the patient experiencing?
cfd49cbc-0d2f-4f0b-891f-382ce4eb473c,4547,What precautions did the doctor advise?
4a437531-60c1-4e54-91f8-954200ca7c96,4547,What drug did the doctor prescribe?
68f63e1d-6a93-40db-a558-a4fbe2939b5f,257,What is the patient's name?
235dd91b-14f3-4a87-8a71-01b8b6e62c9c,257,What is the patient's age?
348e819c-8e37-41e9-9945-79a5167194f8,257,What is the patient's condition?
63cf7796-b114-4869-bc63-8a18d375deb0,257,What symptoms is the patient experiencing?
43ea320d-9583-4354-8fc5-71c345d18835,257,What precautions did the doctor advise?
7caae320-8868-4969-873b-2ca19f348cf9,257,What drug did the doctor prescribe?
2b95f31b-3752-4a91-a0b8-0da9b65344a8,3178,What is the patient's name?
a06c6f17-ce94-4b44-b5e8-6ee9b2bdb5b2,3178,What is the patient's age?
f7be78ce-2f3a-4655-a124-bca60fa2a733,3178,What is the patient's condition?
17dbd285-1f63-4fed-9b37-c5c0e4a5ae2a,3178,What symptoms is the patient experiencing?
ef5e7a52-92d0-418d-a28c-b78c56a5b68a,3178,What precautions did the doctor advise?
0db76cfb-032d-4cd9-8db8-4df8141ddfda,3178,What drug did the doctor prescribe?
759ed0a0-7836-4404-bf0a-e1c33cf6f326,1458,What is the patient's name?
a8670a5c-89d4-4893-9e2c-0e0e731d6fc3,1458,What is the patient's age?
5f2655b3-6241-4acb-9af9-5a2b515261cd,1458,What is the patient's condition?
8cad1216-38a9-4edb-ae76-5c759df0b8af,1458,What symptoms is the patient experiencing?
79cee349-18ac-4223-bd6e-fa2bcf5161d7,1458,What precautions did the doctor advise?
7a22848b-6bb1-4051-a7cb-a22dfc96005f,1458,What drug did the doctor prescribe?
284a1e7c-f5a5-41d7-ac7c-e114fff24baf,2984,What is the patient's name?
c6a4eac3-1ca8-4a92-8da8-eda36b0019cd,2984,What is the patient's age?
2a3e3607-b439-49e8-beb0-dfc91efb71d4,2984,What is the patient's condition?
ddbf414c-e5e9-45b8-980d-2d85e1db093a,2984,What symptoms is the patient experiencing?
dc12deb7-f26d-4189-9fe3-8d07b49aa681,2984,What precautions did the doctor advise?
2f4c57ae-d4dd-4d57-ba5f-f0d75ce6bd95,2984,What drug did the doctor prescribe?
8926308f-4c9b-4504-a91b-fa6872f3749a,4830,What is the patient's name?
e8027a82-be2c-458f-bd19-97de57ab4c35,4830,What is the patient's age?
3b1824ea-bae2-4ef0-b2c8-6dea09ae5cb6,4830,What is the patient's condition?
04406057-caf6-4a85-9490-70f9e57f6fc7,4830,What symptoms is the patient experiencing?
2b5492bc-287b-41a5-bbc4-5e4aa117aba7,4830,What precautions did the doctor advise?
8d030cda-026b-4693-9dfb-bef81fa07b3f,4830,What drug did the doctor prescribe?
55597927-798f-428d-85ea-7f1303fd70b5,3186,What is the patient's name?
772e0981-a278-43c1-8592-74aa24fdf229,3186,What is the patient's age?
e953a770-4f56-4d63-9628-c6defc3065ab,3186,What is the patient's condition?
2ba8b233-aa98-4cc0-8ec8-989fea03a8d5,3186,What symptoms is the patient experiencing?
ee5605bd-1491-43a8-bfb8-54727ee78916,3186,What precautions did the doctor advise?
62eab4e5-3c00-45df-9104-7d8b60eb93d1,3186,What drug did the doctor prescribe?
6b7a4080-bd92-4d9b-9630-85115951e8dd,1554,What is the patient's name?
3cb2a208-fc6d-4b52-94f8-5464fd735079,1554,What is the patient's age?
292d439f-d865-4339-83a3-ad96e2b84fbc,1554,What is the patient's condition?
670ccb9e-b4b5-4a4b-a6c3-d12ad9f31ff9,1554,What symptoms is the patient experiencing?
e4046b55-93a0-4a99-af01-e776a5b7e4c6,1554,What precautions did the doctor advise?
a5498b83-e128-4db3-963c-1652ca2334ec,1554,What drug did the doctor prescribe?
cfb16bd0-a7a1-4161-afb5-d76f92efe271,2793,What is the patient's name?
f2562a99-7372-4195-92ce-126bc2ce89fa,2793,What is the patient's age?
5f2347a9-34a1-40b7-9115-724aac696359,2793,What is the patient's condition?
ee28a30e-3f6d-48c1-a6a8-b62ca06a744c,2793,What symptoms is the patient experiencing?
f1638c50-d135-47c1-a3dd-0503eccb58b9,2793,What precautions did the doctor advise?
4ff39f95-b081-436b-b4a1-324687b9fbcb,2793,What drug did the doctor prescribe?
73923275-d29c-4daa-b435-d31f41d8b603,2006,What is the patient's name?
9cd742a7-8451-4532-ae7c-c883d5e9bc04,2006,What is the patient's age?
c95874b3-646b-4adb-8ac3-fcd7aed2e77e,2006,What is the patient's condition?
e9c537b6-285e-4e65-92b9-2c50c1295d11,2006,What symptoms is the patient experiencing?
b8096251-2573-4bbf-b096-df34428209d7,2006,What precautions did the doctor advise?
5dac1111-3901-4dd4-bf6e-26705bc45a49,2006,What drug did the doctor prescribe?
c42bb9a6-aca5-42e9-942f-267a61d1d770,85,What is the patient's name?
05d3902c-8bc6-4095-8b2f-abda08d3fefa,85,What is the patient's age?
23322b52-d5d4-4a0c-86d0-a9704129a513,85,What is the patient's condition?
0b581d26-629c-4e29-b891-218c362fa234,85,What symptoms is the patient experiencing?
487e9f9e-cd32-45ca-b8a0-f7c2205f4ae5,85,What precautions did the doctor advise?
bc8b37dd-7d06-49f7-9e57-375d491a6f62,85,What drug did the doctor prescribe?
726fa717-e238-48fe-86d5-430c0adb7758,1922,What is the patient's name?
01471122-f873-4c80-833a-c7ce961db163,1922,What is the patient's age?
599bc305-c6e9-4606-bc68-59adf8c5227b,1922,What is the patient's condition?
0e755a79-3609-4c28-b3e8-c2cc55ba40f5,1922,What symptoms is the patient experiencing?
6e6ae5fe-60dc-4fc0-8292-43b7dbbb9cc3,1922,What precautions did the doctor advise?
c1e535c2-5618-47ae-8f3a-aec4a283bdcb,1922,What drug did the doctor prescribe?
c813e118-3f1f-4529-b5a2-0842fa724ecc,4872,What is the patient's name?
ef727238-24b7-4e9a-be60-c9b54cef1baf,4872,What is the patient's age?
bf4ba068-b1cd-41d9-b421-21f40309a3da,4872,What is the patient's condition?
6950470a-ec6e-461e-b4e5-7982553aa0dd,4872,What symptoms is the patient experiencing?
7677f92e-92ed-4120-a741-f1835bbd7b2a,4872,What precautions did the doctor advise?
5468a96d-2161-4bda-b5f2-b2cd8fbf743d,4872,What drug did the doctor prescribe?
db8217b3-127a-40be-81d1-de70d2f1cdd7,1564,What is the patient's name?
ca4c0f7e-3497-41c4-b901-d2c3a2e3d1d5,1564,What is the patient's age?
6c6b5cf2-ba23-48f0-ba91-9c8cc5e6001a,1564,What is the patient's condition?
0f704a08-6b88-4fea-bd3f-dd30d69c4b95,1564,What symptoms is the patient experiencing?
db701cd8-59b3-4b34-934f-5070f635e391,1564,What precautions did the doctor advise?
ab2b0e9b-855b-460b-97f4-4e9948373597,1564,What drug did the doctor prescribe?
cdfeb876-457e-4be5-acb5-15cf079ec726,4513,What is the patient's name?
de4f5590-3201-4509-bdf4-c78f8837a2d5,4513,What is the patient's age?
1369b281-b728-4d8e-8b2e-fd154930bf1c,4513,What is the patient's condition?
9e26f023-802b-418a-b855-119572d1ab76,4513,What symptoms is the patient experiencing?
312e5e56-d788-4191-8764-e09105a814de,4513,What precautions did the doctor advise?
63790a10-91d5-415a-bbb1-4a37cd47080c,4513,What drug did the doctor prescribe?
